iter	Logloss
161	0.4094121404
162	0.4083880578
163	0.4072223227
164	0.4060406114
165	0.4050761657
166	0.4040829685
167	0.4034826872
168	0.4029371816
169	0.4020841252
170	0.4010288607
171	0.4004760043
172	0.4000348336
173	0.3993022366
174	0.3985550861
175	0.3978128263
176	0.3971087139
177	0.3960587847
178	0.3950638684
179	0.3930374
180	0.3924854921
181	0.3914459964
182	0.3905462264
183	0.3895337925
184	0.3882931853
185	0.3873485395
186	0.3865699403
187	0.3857817672
188	0.3841604562
189	0.3833840504
190	0.3821028948
191	0.3814229099
192	0.3807149146
193	0.379528935
194	0.378648965
195	0.3780417477
196	0.3776891135
197	0.3766235637
198	0.3758758204
199	0.3752776138
200	0.3740844316
201	0.3724976815
202	0.3719206384
203	0.3708899162
204	0.3704961113
205	0.3697483679
206	0.3692683681
207	0.3679447376
208	0.3668357643
209	0.3659724819
210	0.365310222
211	0.3641181662
212	0.3633015381
213	0.3623660215
214	0.3617509791
215	0.3612026874
216	0.3604386417
217	0.3593666302
218	0.3581755525
219	0.3575869791
220	0.3565409328
221	0.3559897363
222	0.3551710334
223	0.3541314783
224	0.3532208599
225	0.3527597115
226	0.3517719386
227	0.3508506199
228	0.3501064631
229	0.3488850037
230	0.3481783126
231	0.3476622402
232	0.346700551
233	0.3461958902
234	0.3456535266
235	0.3448499403
236	0.3439183364
237	0.3429948836
238	0.3421520235
239	0.341595462
240	0.341207852
241	0.3407343434
242	0.3398215316
243	0.3385652149
244	0.3378996946
245	0.3374311064
246	0.3366384575
247	0.335033271
248	0.33439914
249	0.3331831938
250	0.3322683664
251	0.3312635502
252	0.3301789711
253	0.3297203718
254	0.3289774302
255	0.3281635884
256	0.3274095612
257	0.3267188464
258	0.3258998174
259	0.3243571429
260	0.3239243605
261	0.3233597071
262	0.3223821602
263	0.3219395076
264	0.3212845986
265	0.3205820868
266	0.3200835912
267	0.3186020949
268	0.3177078677
269	0.3171099872
270	0.316560747
271	0.3162207101
272	0.3154708326
273	0.3150110773
274	0.3140051051
275	0.3133200219
276	0.3129564504
277	0.3121152799
278	0.3116128421
279	0.3104798006
280	0.3098289821
281	0.3094695305
282	0.3087892788
283	0.3079441661
284	0.3067099317
285	0.3062173642
286	0.3053695839
287	0.3048704955
288	0.3040057607
289	0.3031966613
290	0.3024270136
291	0.3017687552
292	0.3010947577
293	0.3003878294
294	0.2991813386
295	0.2984386638
296	0.2977922023
297	0.2969182197
298	0.2957611101
299	0.2951667272
300	0.2942674611
301	0.2933654384
302	0.2926843568
303	0.2920978287
304	0.2914855429
305	0.2906977847
306	0.2898895449
307	0.2895689522
308	0.2890051881
309	0.2878697753
310	0.2872695532
311	0.2864622027
312	0.2859165193
313	0.2848100358
314	0.284004849
315	0.2832271686
316	0.2825380247
317	0.2823221523
318	0.2819958389
319	0.2808797519
320	0.279909052
321	0.2790878592
322	0.2780849104
323	0.2770600571
324	0.2762162782
325	0.2756259561
326	0.2748502913
327	0.2741056306
328	0.2733515738
329	0.272179466
330	0.2717758203
331	0.2710022008
332	0.2705534421
333	0.2696990519
334	0.2690509306
335	0.2681367257
336	0.2675323539
337	0.2666497458
338	0.2662352814
339	0.2654398463
340	0.2650800095
341	0.2642732517
342	0.2633682057
343	0.2626997509
344	0.2620473614
345	0.2617488806
346	0.2612221375
347	0.2605399888
348	0.2597585145
349	0.2589725051
350	0.2585752026
351	0.2581843024
352	0.2576891266
353	0.2571435617
354	0.2565035323
355	0.2561954776
356	0.2553570044
357	0.2550403243
358	0.254427831
359	0.2536376126
360	0.252948943
361	0.2524474834
362	0.2516168946
363	0.2506081065
364	0.250414672
365	0.2496050094
366	0.2484271217
367	0.2473149769
368	0.2469447658
369	0.246301224
370	0.2454965855
371	0.2449578973
372	0.2441539109
373	0.2434133851
374	0.2429434038
375	0.2425449452
376	0.2420640562
377	0.2414020334
378	0.2405101182
379	0.2399097776
380	0.2393161357
381	0.2390188405
382	0.2383369438
383	0.2378734093
384	0.2369698009
385	0.2365101938
386	0.2364448066
387	0.2357989232
388	0.235504103
389	0.2350075637
390	0.2343502983
391	0.2337294315
392	0.2331484906
393	0.232673011
394	0.2321380871
395	0.2318158938
396	0.2311874094
397	0.230565194
398	0.2304435342
399	0.2296104704
400	0.2294329825
401	0.228899926
402	0.2286036979
403	0.2280167103
404	0.2273314049
405	0.2268123387
406	0.2264862922
407	0.225819438
408	0.2251963186
409	0.2244408835
410	0.2241929992
411	0.2238489311
412	0.2232371788
413	0.2227313472
414	0.2223339113
415	0.2217411438
416	0.2209010996
417	0.2203630191
418	0.2198440418
419	0.2190796108
420	0.2185060505
421	0.2179835905
422	0.2171499339
423	0.2167500674
424	0.216347637
425	0.2156328096
426	0.214753625
427	0.2142411391
428	0.2136474231
429	0.2133727585
430	0.2129557746
431	0.2124486536
432	0.2118403693
433	0.2114364124
434	0.2110456308
435	0.210638858
436	0.2103227559
437	0.2099925744
438	0.2093760797
439	0.209142986
440	0.2086329306
441	0.2078980513
442	0.2070459434
443	0.2066127757
444	0.2058870109
445	0.2055193341
446	0.2051857588
447	0.204739075
448	0.204147834
449	0.2035043367
450	0.2030971045
451	0.2027323769
452	0.202201336
453	0.2018018993
454	0.2015203433
455	0.2011398469
456	0.2008470868
457	0.2002075612
458	0.1998016629
459	0.1993688064
460	0.1983787957
461	0.1976933569
462	0.1972499039
463	0.1967475551
464	0.1961598413
465	0.1957215458
466	0.1952429687
467	0.1949640803
468	0.1945698604
469	0.1940879932
470	0.1935169671
471	0.193180161
472	0.1929576787
473	0.1927136625
474	0.1925049186
475	0.1921638146
476	0.1920736479
477	0.191573196
478	0.1911454378
479	0.1908908991
480	0.1903932928
481	0.1900277501
482	0.1897552789
483	0.18961994
484	0.1893235933
485	0.1890179839
486	0.1888838454
487	0.1887005479
488	0.1881862243
489	0.1879033048
490	0.1874433865
491	0.1871060024
492	0.1865448318
493	0.1862976885
494	0.1862415195
495	0.1861114418
496	0.1855986298
497	0.1852693376
498	0.1848108716
499	0.1847915163
500	0.1842084265
501	0.1839287823
502	0.183600572
503	0.18327291
504	0.1828771191
505	0.182563818
506	0.1822312653
507	0.1817412025
508	0.1817352744
509	0.1813195946
510	0.1811348744
511	0.1806293244
512	0.1803179055
513	0.1798731631
514	0.1794821592
515	0.1794641081
516	0.1792212182
517	0.1790871093
518	0.1790081912
519	0.1783864056
520	0.1781536528
521	0.1777426267
522	0.1772721118
523	0.1765606634
524	0.1762113786
525	0.1759753505
526	0.1757227682
527	0.1755678071
528	0.1752952026
529	0.1749566773
530	0.1746142247
531	0.1740689266
532	0.1736868148
533	0.1735430876
534	0.1730862519
535	0.1727091494
536	0.1726915132
537	0.1720620062
538	0.1713955078
539	0.1712157227
540	0.1710010211
541	0.1707330849
542	0.1702533666
543	0.1697488837
544	0.1693923962
545	0.1692246749
546	0.1690567165
547	0.1685862461
548	0.168218673
549	0.1677229489
550	0.1674009482
551	0.1669945164
552	0.1666106706
553	0.1664738348
554	0.1661206967
555	0.1654923606
556	0.1651690113
557	0.1649092559
558	0.1645482334
559	0.1640661884
560	0.1637003345
561	0.1635097603
562	0.1630424466
563	0.1627416835
564	0.1622618022
565	0.1619121469
566	0.1616247665
567	0.1613918359
568	0.1609551706
569	0.1605228477
570	0.1603120141
571	0.1599289539
572	0.1596914734
573	0.1592713476
574	0.1589590987
575	0.1587118368
576	0.1584708736
577	0.1581836562
578	0.1578760461
579	0.1577328524
580	0.1573531119
581	0.1568194922
582	0.1565184475
583	0.1563112597
584	0.1559357726
585	0.1555253689
586	0.1552971067
587	0.1550487333
588	0.1548738093
589	0.1546467772
590	0.1543008121
591	0.153976292
592	0.1538001083
593	0.1535540024
594	0.1532948843
595	0.1530937432
596	0.1526952402
597	0.152515144
598	0.1521199607
599	0.151838212
600	0.1516048961
601	0.151340413
602	0.1511716839
603	0.1508074751
604	0.1503647631
605	0.1499450374
606	0.1497451264
607	0.1494453711
608	0.1490506472
609	0.1488828518
610	0.1488770571
611	0.1486914032
612	0.1483872462
613	0.1481239192
614	0.1479071426
615	0.1476371613
616	0.147223838
617	0.1469458536
618	0.1469061204
619	0.1466092105
620	0.1462493144
621	0.1458832975
622	0.1457367099
623	0.1455422676
624	0.1452706412
625	0.1449214305
626	0.1446068104
627	0.1442797412
628	0.1440047802
629	0.1437217273
630	0.1434487226
631	0.1434247582
632	0.1431847879
633	0.1428375335
634	0.1425300716
635	0.1424971409
636	0.1420954515
637	0.1418980748
638	0.1416480267
639	0.1416334139
640	0.1414138363
641	0.1412413725
642	0.1409041514
643	0.1406489311
644	0.1404482939
645	0.1402580012
646	0.1400561488
647	0.1396963564
648	0.1395411286
649	0.1392135407
650	0.1389393207
651	0.1386252786
652	0.1384551119
653	0.1383323109
654	0.1381362977
655	0.1379213144
656	0.1376217369
657	0.1374568463
658	0.1372053902
659	0.1368572614
660	0.1366420559
661	0.1364523561
662	0.1362368986
663	0.1359097256
664	0.1354290293
665	0.1350270287
666	0.1347418861
667	0.1346523419
668	0.1344840722
669	0.1343744909
670	0.1339353358
671	0.1338908749
672	0.133608978
673	0.1334003823
674	0.1331799749
675	0.1331767144
676	0.1329885262
677	0.1327192118
678	0.1325572704
679	0.1323876521
680	0.1320727652
681	0.1316438509
682	0.1313930618
683	0.1313826876
684	0.1310585677
685	0.1307069413
686	0.1304227769
687	0.1301763894
688	0.1298385904
689	0.129646134
690	0.1295755004
691	0.1293992722
692	0.1290343224
693	0.1288032888
694	0.128640221
695	0.1284172941
696	0.1282404731
697	0.1280585539
698	0.1277957011
699	0.1277867793
700	0.1277826296
701	0.1275624
702	0.1273999695
703	0.1271075206
704	0.1269408218
705	0.1266404144
706	0.1263920114
707	0.1263191251
708	0.1262098254
709	0.1260335083
710	0.1259124858
711	0.1256670024
712	0.1254566134
713	0.1252801777
714	0.1249455058
715	0.1247322268
716	0.1244451577
717	0.1243210228
718	0.1239453801
719	0.123924854
720	0.1237736573
721	0.1235725755
722	0.1235376811
723	0.1233706267
724	0.123206655
725	0.1228630315
726	0.1228276406
727	0.1227410308
728	0.1225363921
729	0.1224858253
730	0.12231142
731	0.1219357477
732	0.1217815869
733	0.1216666333
734	0.1214884044
735	0.1214319909
736	0.1211682118
737	0.1209555479
738	0.1205377119
739	0.1204184381
740	0.1202498201
741	0.120146204
742	0.1199921989
743	0.1197023361
744	0.1193520806
745	0.1192713618
746	0.118935356
747	0.1185657452
748	0.1184814695
749	0.1183818327
750	0.118154267
751	0.1179361048
752	0.1177899692
753	0.1177183649
754	0.1175628111
755	0.1174649453
756	0.11730167
757	0.1171759272
758	0.1169955642
759	0.1167719926
760	0.1166622927
761	0.1163931931
762	0.1162355718
763	0.1160929858
764	0.1157469021
765	0.1154936455
766	0.1154016485
767	0.1152344607
768	0.1151322229
769	0.114969533
770	0.1147417302
771	0.114595854
772	0.1144535347
773	0.1142460653
774	0.1141132606
775	0.1140646945
776	0.113831423
777	0.113650645
778	0.1134528533
779	0.1132714158
780	0.1132204043
781	0.113137833
782	0.1129201525
783	0.1125749581
784	0.1124372257
785	0.1122212346
786	0.1120039913
787	0.1118178557
788	0.1116396861
789	0.111438834
790	0.111312202
791	0.1109852291
792	0.1108161518
793	0.1107113797
794	0.1105236509
795	0.1103249997
796	0.1101065633
797	0.1098920765
798	0.1097373822
799	0.1096262596
800	0.109475841
801	0.1093766784
802	0.1092708837
803	0.1090013692
804	0.1088928698
805	0.1086013619
806	0.1084766417
807	0.1082553894
808	0.1081337
809	0.1080514103
810	0.1079741002
811	0.1078911806
812	0.1077402951
813	0.1076271718
814	0.1074670459
815	0.1072770422
816	0.1070806066
817	0.1069707882
818	0.1068115367
819	0.1066402511
820	0.1065278169
821	0.1063978873
822	0.1062330485
823	0.1059925818
824	0.1059003995
825	0.1057531302
826	0.1055932563
827	0.1055865797
828	0.1053286324
829	0.1051254609
830	0.1049900182
831	0.1048442532
832	0.104672271
833	0.1045392959
834	0.1043256168
835	0.1041702408
836	0.1040456095
837	0.1040132494
838	0.1039023269
839	0.1039002076
840	0.1037065063
841	0.1035277957
842	0.103374991
843	0.1031673438
844	0.1030807933
845	0.1029386963
846	0.102818889
847	0.1028009342
848	0.1027326052
849	0.1025392299
850	0.1023716864
851	0.1022083519
852	0.1020819941
853	0.101953554
854	0.1017183336
855	0.1015881891
856	0.1013657365
857	0.1013643285
858	0.1012179855
859	0.1011370741
860	0.1010206754
861	0.1010149844
862	0.1008977188
863	0.1008214239
864	0.1007385414
865	0.100610909
866	0.1005077227
867	0.1004101829
868	0.1002035064
869	0.1000737992
870	0.100025359
871	0.09991379922
872	0.09979354731
873	0.09975769701
874	0.09970572222
875	0.09956970893
876	0.09940572974
877	0.09927686724
878	0.09914655977
879	0.09912476652
880	0.09911404404
881	0.09906606332
882	0.09901263614
883	0.09885809007
884	0.09869466664
885	0.09857466668
886	0.09843563746
887	0.098428294
888	0.09832500393
889	0.09831317733
890	0.09819437782
891	0.09805344419
892	0.0979112953
893	0.0977944076
894	0.09759578596
895	0.09745666782
896	0.09721603804
897	0.09711514886
898	0.09694301109
899	0.09680891703
900	0.09672129942
901	0.09659627539
902	0.0964636263
903	0.09625320771
904	0.09624730182
905	0.09610596804
906	0.09600608664
907	0.09583803186
908	0.09583509003
909	0.09574915453
910	0.09574412304
911	0.09573428236
912	0.09571873587
913	0.09555734282
914	0.09549932876
915	0.09534327843
916	0.09524936219
917	0.09506034411
918	0.09497225225
919	0.09487470505
920	0.09470038869
921	0.09461257102
922	0.09458391597
923	0.09455377889
924	0.09444373076
925	0.09443993677
926	0.09423829179
927	0.09422138183
928	0.09395088915
929	0.09383304554
930	0.09382866614
931	0.09373540942
932	0.09363909971
933	0.09352765847
934	0.09339402384
935	0.09338465741
936	0.09328845885
937	0.09321686199
938	0.09310639148
939	0.09303814401
940	0.09285465389
941	0.09273799591
942	0.09258662138
943	0.09251906305
944	0.09248370923
945	0.09234064148
946	0.09221477268
947	0.09195022294
948	0.0917327647
949	0.09158169399
950	0.09140038246
951	0.09125773709
952	0.09109365415
953	0.0909987005
954	0.09095910807
955	0.0909475927
956	0.09075997513
957	0.09056973437
958	0.09041858955
959	0.09031664072
960	0.09012795609
961	0.09001818955
962	0.08976067945
963	0.08963758205
964	0.08946822309
965	0.08929087598
966	0.08917878266
967	0.08906919396
968	0.0889728472
969	0.08887008325
970	0.08884228778
971	0.08874185061
972	0.0885888829
973	0.08843887184
974	0.08830753436
975	0.08813167669
976	0.08801170638
977	0.08774729743
978	0.08766200661
979	0.08753226231
980	0.08739569326
981	0.08726457808
982	0.08726242913
983	0.08725331465
984	0.08720663812
985	0.08707139548
986	0.08706224395
987	0.08699519692
988	0.08689802763
989	0.08681127701
990	0.086717961
991	0.08651740531
992	0.08630746097
993	0.08624076221
994	0.08613533802
995	0.08611408571
996	0.08598139958
997	0.08594342997
998	0.08579510842
999	0.08565361903
